                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.1063,                 2.2176,                 2.4838,                0.90986,                0.77674,                0.81169,                0.41576,                 1.7274,                 1.8234,                  1.899,             0.00066616,             0.00066616,             0.00066616
